trial_id,tier,primary_cause,is_single_var,attribution,confidence,reasoning,parse_status,correct,consistency_modal,agreement_rate,model,timestamp
208,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T03:51:32.037233Z
209,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T03:52:39.211230Z
21,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T17:55:12.406842Z
21,T2,none,False,phi,high,"An overhead camera elevation of ~60 degrees can lead to significant occlusion of the object's sides and lower features. This incomplete point cloud prevents the grasp planner from accurately identifying stable grasp points, resulting in a failed grasp.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-22T08:27:08.495243Z
211,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-22T03:53:52.786303Z
212,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T03:55:13.438121Z
213,T1,sigma_d,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,1,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:56:42.561600Z
214,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T03:58:09.640048Z
215,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T03:59:29.862684Z
216,T1,phi+rho+sigma_d,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:00:43.310939Z
217,T1,phi+rho+sigma_d+theta,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:02:23.451773Z
218,T1,phi+rho+sigma_d,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-22T04:03:22.231911Z
219,T1,sigma_d+theta,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:04:34.407617Z
22,T1,phi,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T17:56:27.517687Z
22,T2,phi,True,phi,high,"An overhead camera elevation of ~60 degrees can lead to significant occlusion of the object's sides and lower features. This incomplete point cloud prevents the grasp planner from accurately identifying stable grasp points, resulting in a failed grasp.",json_ok,1,phi,0.3333,gemini-2.5-flash,2026-07-22T08:27:50.385932Z
220,T1,sigma_d+theta,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,phi,1.0,gemini-2.5-flash,2026-07-22T04:05:37.257197Z
221,T1,sigma_d+theta,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:06:53.972870Z
222,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-22T04:08:04.499267Z
223,T1,theta,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:09:45.464144Z
224,T1,theta,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-22T04:11:00.839218Z
225,T1,sigma_d,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,1,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:12:11.141814Z
227,T1,phi+sigma_d,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:13:23.274378Z
228,T1,sigma_d+theta,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-22T04:14:53.614810Z
229,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:16:16.044788Z
23,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-21T17:57:42.070841Z
23,T2,none,False,sigma_d,medium,"High Gaussian depth noise directly corrupts the 3D point cloud data, leading to inaccurate object geometry, surface normals, and pose estimation. This fundamental inaccuracy in the perceived object makes it highly probable that the computed grasp pose will be misaligned or unstable, resulting in a grasp failure. While sparsity (rho) can also cause issues, noise directly compromises the precision of every data point, which is critical for robust grasping.",json_ok,0,joint,0.6667,gemini-2.5-flash,2026-07-22T08:29:11.188007Z
230,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:17:40.888647Z
231,T1,sigma_d+theta,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-22T04:18:58.216137Z
232,T1,sigma_d,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,1,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:20:14.124565Z
233,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.3333,gemini-2.5-flash,2026-07-22T04:21:36.150605Z
235,T1,phi,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,1,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:22:58.017461Z
236,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:24:18.568477Z
237,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:25:18.984659Z
238,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:26:49.118860Z
239,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:28:04.334143Z
24,T1,phi,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-21T17:59:00.993674Z
24,T2,phi,True,phi,high,"An overhead camera elevation of ~60 degrees provides limited visibility of the object's vertical surfaces and side features. Many stable grasps require interaction with these side features, and a lack of sufficient perceptual data from this angle can lead to inaccurate object pose estimation or poor grasp point selection, resulting in failure.",json_ok,1,theta,1.0,gemini-2.5-flash,2026-07-22T08:30:27.279041Z
240,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:29:28.553378Z
241,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:30:35.198215Z
242,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:31:54.212017Z
243,T1,phi+rho+sigma_d,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:33:34.123958Z
244,T1,sigma_d+theta,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:34:56.584201Z
245,T1,rho+sigma_d+theta,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:36:26.974778Z
246,T1,theta,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-22T04:37:46.450468Z
247,T1,sigma_d+theta,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:39:02.714358Z
248,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:40:09.514172Z
249,T1,theta,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:41:32.570055Z
25,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,phi,1.0,gemini-2.5-flash,2026-07-21T18:00:42.034476Z
25,T2,none,False,theta,high,"The camera's azimuth angle of 'rear ~90deg' means it is viewing the object from a single, specific side. This fixed viewpoint is highly prone to occluding critical features or optimal grasp points located on other sides of the object, leading to an incomplete or misleading point cloud for grasp planning.",json_ok,0,theta,1.0,gemini-2.5-flash,2026-07-22T08:31:11.638860Z
250,T1,theta,True,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:42:50.952500Z
251,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:43:58.769829Z
253,T1,phi+rho,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-22T04:45:06.928313Z
255,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:46:20.345909Z
256,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:47:48.318270Z
257,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:49:26.620369Z
258,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,phi,0.6667,gemini-2.5-flash,2026-07-22T04:50:54.892313Z
259,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:52:13.831523Z
26,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-21T18:02:24.642386Z
26,T2,none,False,phi,high,"An overhead camera elevation of ~60 degrees provides limited visibility of the object's vertical surfaces and side features. Many stable grasps require interaction with these side features, and a lack of sufficient perceptual data from this angle can lead to inaccurate object pose estimation or poor grasp point selection, resulting in failure.",json_ok,0,theta,0.6667,gemini-2.5-flash,2026-07-22T08:31:49.605708Z
260,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:53:34.088273Z
261,T1,phi,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:55:04.624858Z
262,T1,phi,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T04:56:20.323072Z
263,T1,phi,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:57:49.429964Z
264,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T04:58:56.676461Z
265,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T05:00:19.734106Z
266,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T05:01:34.849272Z
267,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T05:03:11.030767Z
268,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T05:04:39.386677Z
269,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T05:05:44.443949Z
270,T1,sigma_d+theta,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T05:07:01.259555Z
271,T1,rho+sigma_d,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T05:08:28.617317Z
272,T1,phi+rho+sigma_d+theta,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T05:09:43.268747Z
273,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T05:11:02.866532Z
274,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T05:12:20.521777Z
275,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,0.6667,gemini-2.5-flash,2026-07-22T05:13:40.458754Z
276,T1,none,False,phi,medium,"An inappropriate camera elevation angle (phi) is a common cause of significant occlusions, preventing the depth camera from capturing a complete 3D representation of the object. If critical graspable surfaces are not visible in the point cloud, the grasp planner cannot accurately identify stable grasp poses, leading directly to failure.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T05:14:58.775968Z
277,T1,none,False,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T05:16:10.481946Z
278,T1,theta,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,0,sigma_d,1.0,gemini-2.5-flash,2026-07-22T05:17:26.908912Z
282,T1,sigma_d,True,sigma_d,high,"High Gaussian depth noise (sigma_d) directly corrupts the accuracy of each 3D point, leading to a distorted or shifted perception of the object's surface. This fundamental inaccuracy causes the grasp planner to compute an incorrect grasp pose relative to the actual object, resulting in a physical failure to establish stable contact.",json_ok,1,sigma_d,1.0,gemini-2.5-flash,2026-07-22T05:18:40.343488Z
